Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
222,Chemical Biology Consortium Sweden,Laboratories for Chemical Biology Umeå (LCBU),"Hakala E, Hanski L, Uvell H, Yrjönen T, Vuorela H, Elofsson M, Vuorela PM",Dibenzocyclooctadiene lignans from Schisandra spp. selectively inhibit the growth of the intracellular bacteria Chlamydia pneumoniae and Chlamydia trachomatis,J Antibiot,68,10,609-614,2015,1.73,mikael.elofsson@umu.se,15/01/2016,,25944533
626,Regional,Array and Analysis Facility,"Hakelius M, Saiepour D, Göransson H, Rubin K, Gerdin B, Nowinski D.",Differential Gene Regulation in Fibroblasts in Co-culture with Keratinocytes and Head and Neck SCC Cells.,Anticancer Res.,35,6,3253-65,2015,1.83,anders.isaksson@medsci.uu.se,15/01/2016,,26026085
413,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Hammarsjö A, Nordgren A, Lagerstedt-Robinson K, Malmgren H, Nilsson D, Wedrén S, Nordenskjöld M, Nishimura G, Grigelioniene G",Pathogenenic variant in the COL2A1 gene is associated with Spondyloepiphyseal dysplasia type Stanescu.,American Journal Of Medical Genetics Part A,-,-,-,2015,2.159,per.kraulis@scilifelab.se,15/01/2016,,26420734
579,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Hammarsjö A, Nordgren A, Lagerstedt-Robinson K, Malmgren H, Nilsson D, Wedrén S, Nordenskjöld M, Nishimura G, Grigelioniene G",Pathogenenic variant in the COL2A1 gene is associated with Spondyloepiphyseal dysplasia type Stanescu.,American Journal Of Medical Genetics Part A,-,-,-,2015,2.159,per.kraulis@scilifelab.se,15/01/2016,,26420734
60,Structural Biology,Protein Science Facility,"Hassan N, Geiger B, Gandini R, Patel BK, Kittl R, Haltrich D, Nguyen TH, Divne C, Tan TC.
",Engineering a thermostable Halothermothrix orenii β -glucosidase for improved galacto-oligosaccharide synthesis.,Appl Microbiol Biotechnol.,99,xx,1-11,2015,3.337,helena.berglund@ki.se,08/01/2016,,26621798
71,Structural Biology,Protein Science Facility,"Hassan N, Kori LD, Gandini R, Patel BK, Divne C, Tan TC.
",High-resolution crystal structure of a polyextreme GH43 glycosidase from Halothermothrix orenii with α -L-arabinofuranosidase activity.,Acta Crystallogr F Struct Biol Commun,71,PT 3,338-45,2015,0.524,helena.berglund@ki.se,08/01/2016,,25760712
431,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Helene Engstrand Lilja, Hugo Wefer, Niklas Nyström, Yigael Finkel, and Lars Engstrand",Intestinal dysbiosis in children with short bowel syndrome is associated with impaired outcome,Microbiome,3,18,-,2015,N/A,per.kraulis@scilifelab.se,15/01/2016,,25941569
597,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Helene Engstrand Lilja, Hugo Wefer, Niklas Nyström, Yigael Finkel, and Lars Engstrand",Intestinal dysbiosis in children with short bowel syndrome is associated with impaired outcome,Microbiome,3,18,-,2015,,per.kraulis@scilifelab.se,15/01/2016,,25941569
452,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Hellström-Lindahl E, Danielsson A, Ponten F, Czernichow P, Korsgren O, Johansson L, Eriksson O",GPR44 is a pancreatic protein restricted to the human beta cell,Acta Diabetol.,[Epub ahead of print],2015,2.399,2015,,per.kraulis@scilifelab.se,15/01/2016,,[0]
618,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Hellström-Lindahl E, Danielsson A, Ponten F, Czernichow P, Korsgren O, Johansson L, Eriksson O",GPR44 is a pancreatic protein restricted to the human beta cell,Acta Diabetol.,[Epub ahead of print],2015,2.399,2015,,per.kraulis@scilifelab.se,15/01/2016,,[0]
77,Clinical Diagnostics,Clinical Biomarkers,"Helseth R, Weiss TW, Opstad TB, Siegbahn A, Solheim S, Freynhofer MK, Huber K, Arnesen H, Seljeflot S.",Associations between circulating proteins and corresponding genes expressed in coronary thrombi in patients with acute myocardial infarction.,Thromb Res,6,Dec 136,1240-4,2015,2.447,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26475405
204,Affinity proteomics,Tissue profiling,"Hemdan T, Malmström P-U, Jahnson S, Segersten U.",Emmprin expression predict response and survival following cisplatin-containing chemotherapy for bladder cancer: A validation study.,J Urol.,194,6,1575-81,2015,4.47,per-henrik.edqvist@igp.uu.se,14/01/2016,,[0]
62,Structural Biology,Protein Science Facility,"Hendil-Forssell P, Martinelle M, Syrén PO.
",Exploring water as building bricks in enzyme engineering.,Chem. Commun.,51,97,17221-4,2015,6.834,helena.berglund@ki.se,08/01/2016,,26426706
114,Regional,Mutation Analysis Facility (MAF),"Henmyr, V.
Lind-Hallden, C.
Carlberg, D.
Hallden, C.
Melen, E.
Wickman, M.
Bergstrom, A.
Sall, T.
Cardell, L. O.",Characterization of genetic variation in TLR8 in relation to allergic rhinitis,Allergy,nov,11,12805,2015,6.028,kristina.duvefelt@ki.se,13/01/2016,,26556310
36,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Herrmann, B., Isaksson, J., Ryberg, M., Tangrot, J., Saleh, I., Versteeg, B., Gravningen, K., Bruisten, S.",Global Multilocus Sequence Type Analysis of Chlamydia trachomatis Strains from 16 Countries,J. Clin. Microbiol.,53,7,2172--2179,2015,3.993,mikael.borg@bils.se,29/12/2015,,25926497
242,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Hibar DP, Stein JL, Renteria ME, Arias-Vasquez A, Desrivieres S, Jahanshad N, Toro R, Wittfeld K, Abramovic L, Andersson M, Aribisala BS, Armstrong NJ, Bernard M, Bohlken MM, Boks MP, Bralten J, Brown AA, Mallar Chakravarty M, Chen Q, Ching CRK, Cuellar-Partida G, den Braber A, Giddaluru S, Goldman AL, Grimm O, Guadalupe T, Hass J, Woldehawariat G, Holmes AJ, Hoogman M, Janowitz D, Jia T, Kim S, Klein M, Kraemer B, Lee PH, Olde Loohuis LM, Luciano M, Macare C, Mather KA, Mattheisen M, Milaneschi Y, Nho K, Papmeyer M, Ramasamy A, Risacher SL, Roiz-Santianez R, Rose EJ, Salami A, Samann PG, Schmaal L, Schork AJ, Shin J, Strike LT, Teumer A, van Donkelaar MMJ, van Eijk KR, Walters RK, Westlye LT, Whelan CD, Winkler AM, Zwiers MP, Alhusaini S, Athanasiu L, Ehrlich S, Hakobjan MMH, Hartberg CB, Haukvik UK, Heister AJGAM, Hoehn D, Kasperaviciute D, Liewald DCM, Lopez LM, Makkinje RRR, Matarin M, Naber MAM, Reese McKay D, Needham M, Nugent AC, Putz B, Royle NA, Shen L, Sprooten E, Trabzuni D, van der Marel SSL, van Hulzen KJE, Walton E, Wolf C, Almasy L, Ames D, Arepalli S, Assareh AA, Bastin ME, Brodaty H, Bulayeva KB, Carless MA, Cichon S, Corvin A, Curran JE, Czisch M, de Zubicaray GI, Dillman A, Duggirala R, Dyer TD, Erk S, Fedko IO, Ferrucci L, Foroud TM, Fox PT, Fukunaga M, Raphael Gibbs J, Goring HHH, Green RC, Guelfi S, Hansell NK, Hartman CA, Hegenscheid K, Heinz A, Hernandez DG, Heslenfeld DJ, Hoekstra PJ, Holsboer F, Homuth G, Hottenga J-J, Ikeda M, Jack Jr CR, Jenkinson M, Johnson R, Kanai R, Keil M, Kent Jr JW, Kochunov P, Kwok JB, Lawrie SM, Liu X, Longo DL, McMahon KL, Meisenzahl E, Melle I, Mohnke S, Montgomery GW, Mostert JC, Muhleisen TW, Nalls MA, Nichols TE, Nilsson LG, Nothen MM, Ohi K, Olvera RL, Perez-Iglesias R, Bruce Pike G, Potkin SG, Reinvang I, Reppermund S, Rietschel M, Romanczuk-Seiferth N, Rosen GD, Rujescu D, Schnell K, Schofield PR, Smith C, Steen VM, Sussmann JE, Thalamuthu A, Toga AW, Traynor BJ, Troncoso J, Turner JA, Valdes Hernandez MC, van 't Ent D, van der Brug M, van der Wee NJA, van Tol M-J, Veltman DJ, Wassink TH, Westman E, Zielke RH, Zonderman AB, Ashbrook DG, Hager R, Lu L, McMahon FJ, Morris DW, Williams RW, Brunner HG, Buckner RL, Buitelaar JK, Cahn W, Calhoun VD, Cavalleri GL, Crespo-Facorro B, Dale AM, Davies GE, Delanty N, Depondt C, Djurovic S, Drevets WC, Espeseth T, Gollub RL, Ho B-C, Hoffmann W, Hosten N, Kahn RS, Le Hellard S, Meyer-Lindenberg A, Muller-Myhsok B, Nauck M, Nyberg L, Pandolfo M, Penninx BWJH, Roffman JL, Sisodiya SM, Smoller JW, van Bokhoven H, van Haren NEM, Volzke H, Walter H, Weiner MW, Wen W, White T, Agartz I, Andreassen OA, Blangero J, Boomsma DI, Brouwer RM, Cannon DM, Cookson MR, de Geus EJC, Deary IJ, Donohoe G, Fernandez G, Fisher SE, Francks C, Glahn DC, Grabe HJ, Gruber O, Hardy J, Hashimoto R, Hulshoff Pol HE, Jonsson EG, Kloszewska I, Lovestone S, Mattay VS, Mecocci P, McDonald C, McIntosh AM, Ophoff RA, Paus T, Pausova Z, Ryten M, Sachdev PS, Saykin AJ, Simmons A, Singleton A, Soininen H, Wardlaw JM, Weale ME, Weinberger DR, Adams HHH, Launer LJ, Seiler S, Schmidt R, Chauhan G, Satizabal CL, Becker JT, Yanek L, van der Lee SJ, Ebling M, Fischl B, Longstreth Jr WT, Greve D, Schmidt H, Nyquist P, Vinke LN, van Duijn CM, Xue L, Mazoyer B, Bis JC, Gudnason V, Seshadri S, Arfan Ikram M, The Alzheimer/'s Disease Neuroimaging I, The CC, Epigen, Imagen, Sys, Martin NG, Wright MJ, Schumann G, Franke B, Thompson PM and Medland SE",Common genetic variants influence human subcortical brain structures,Nature,520,7546,224-229,2015,41.456,mathias.brannvall@medsci.uu.se,15/01/2016,,25607358
486,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Hofmeister W, Nilsson D, Topa A, Anderlid BM, Darki F, Matsson H, Tapia Páez I, Klingberg T, Samuelsson L, ..., Lindstrand A",CTNND2-a candidate gene for reading problems and mild intellectual disability.,Journal Of Medical Genetics,52,2,111-122,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,25473103
569,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Hofmeister W, Nilsson D, Topa A, Anderlid BM, Darki F, Matsson H, Tapia Páez I, Klingberg T, Samuelsson L, ..., Lindstrand A",CTNND2-a candidate gene for reading problems and mild intellectual disability.,Journal Of Medical Genetics,52,2,111-122,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,25473103
291,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Horikoshi M, M?gi R, van de Bunt M, Surakka I, Sarin A-P, Mahajan A, Marullo L, Thorleifsson G, H?gg S, Hottenga J-J, Ladenvall C, Ried JS, Winkler TW, Willems SM, Pervjakova N, Esko T, Beekman M, Nelson CP, Willenborg C, Wiltshire S, Ferreira T, Fernandez J, Gaulton KJ, Steinthorsdottir V, Hamsten A, Magnusson PKE, Willemsen G, Milaneschi Y, Robertson NR, Groves CJ, Bennett AJ, Lehtim?ki T, Viikari JS, Rung J, Lyssenko V, Perola M, Heid IM, Herder C, Grallert H, Müller-Nurasyid M, Roden M, Hypponen E, Isaacs A, van Leeuwen EM, Karssen LC, Mihailov E, Houwing-Duistermaat JJ, de Craen AJM, Deelen J, Havulinna AS, Blades M, Hengstenberg C, Erdmann J, Schunkert H, Kaprio J, Tobin MD, Samani NJ, Lind L, Salomaa V, Lindgren CM, Slagboom PE, Metspalu A, van Duijn CM, Eriksson JG, Peters A, Gieger C, Jula A, Groop L, Raitakari OT, Power C, Penninx BWJH, de Geus E, Smit JH, Boomsma DI, Pedersen NL, Ingelsson E, Thorsteinsdottir U, Stefansson K, Ripatti S, Prokopenko I, McCarthy MI, Morris AP, Engage Consortium",Discovery and Fine-Mapping of Glycaemic and Obesity-Related Trait Loci Using High-Density Imputation,PLoS Genet,11,7,e1005230,2015,7.528,mathias.brannvall@medsci.uu.se,15/01/2016,,26132169
223,Affinity proteomics,Cell Profiling,"Horvatovich P, Lundberg EK, Chen YJ, Sung TY, He F, Nice EC, Goode RJ, Yu S, Ranganathan S, Baker MS, Domont GB, Velasquez E, Li D, Liu S, Wang Q, He QY, Menon R, Guan Y, Corrales FJ, Segura V, Casal JI, Pascual-Montano A, Albar JP, Fuentes M, Gonzalez-Gonzalez M, Diez P, Ibarrola N, Degano RM, Mohammed Y, Borchers CH, Urbani A, Soggiu A, Yamamoto T, Salekdeh GH, Archakov A, Ponomarenko E, Lisitsa A, Lichti CF, Mostovenko E, Kroes RA, Rezeli M, Végvári Á, Fehniger TE, Bischoff R, Vizcaíno JA, Deutsch EW, Lane L, Nilsson CL, Marko-Varga G, Omenn GS, Jeong SK, Lim JS, Paik YK, Hancock WS.",Quest for Missing Proteins: Update 2015 on Chromosome-Centric Human Proteome Project.,Journal of Proteome Research,14,9,3415-31,2015,4.245,hammou.aitblal@scilifelab.se,15/01/2016,,26076068
37,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Hosseini, S., Resjo, S., Liu, Y., Durling, M., Heyman, F., Levander, F., Liu, Y., Elfstrand, M., Funck Jensen, D., Andreasson, E., Karlsson, M.",Comparative proteomic analysis of hyphae and germinating cysts of Phytophthora pisi and Phytophthora sojae,J Proteomics,117C,N/A,24--40,2015,3.888,mikael.borg@bils.se,29/12/2015,,25613045
534,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Hou C, Wikström N, Rydin C.","The chloroplast genome of Ephedra foeminea (Ephedraceae, Gnetales), an entomophilous gymnosperm endemic to the Mediterranean area.",Mitochondrial DNA,[Epub ahead of print],2015,1.209,2015,N/A,per.kraulis@scilifelab.se,15/01/2016,,[0]
617,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Hou C, Wikström N, Rydin C.","The chloroplast genome of Ephedra foeminea (Ephedraceae, Gnetales), an entomophilous gymnosperm endemic to the Mediterranean area.",Mitochondrial DNA,[Epub ahead of print],2015,1.209,2015,,per.kraulis@scilifelab.se,15/01/2016,,[0]
372,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Huang J, Löhr JM, Nilsson M, Segersvärd R, Matsson H, Verbeke C, Heuchel R, Kere J, Iafrate AJ, ..., Ye W",Variant Profiling of Candidate Genes in Pancreatic Ductal Adenocarcinoma.,Clinical Chemistry,61,11,1408-1416,2015,7.911,per.kraulis@scilifelab.se,15/01/2016,,26378065
538,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Huang J, Löhr JM, Nilsson M, Segersvärd R, Matsson H, Verbeke C, Heuchel R, Kere J, Iafrate AJ, ..., Ye W",Variant Profiling of Candidate Genes in Pancreatic Ductal Adenocarcinoma.,Clinical Chemistry,61,11,1408-1416,2015,7.911,per.kraulis@scilifelab.se,15/01/2016,,26378065
478,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Huang M, Bai Y, Sjostrom SL, Hallström BM, Liu Z, Petranovic D, Uhlén M, Joensson HN, Andersson-Svahn H, Nielsen J",Microfluidic screening and whole-genome sequencing identifies mutations associated with improved protein secretion by yeast.,Proceedings Of The National Academy Of Sciences Of The United States Of America,112,34,E4689-E4696,2015,9.674,per.kraulis@scilifelab.se,15/01/2016,,26261321
561,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Huang M, Bai Y, Sjostrom SL, Hallström BM, Liu Z, Petranovic D, Uhlén M, Joensson HN, Andersson-Svahn H, Nielsen J",Microfluidic screening and whole-genome sequencing identifies mutations associated with improved protein secretion by yeast.,Proceedings Of The National Academy Of Sciences Of The United States Of America,112,34,E4689-E4696,2015,9.674,per.kraulis@scilifelab.se,15/01/2016,,26261321
269,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Huffman JE, de Vries PS, Morrison AC, Sabater-Lleal M, Kacprowski T, Auer PL, Brody JA, Chasman DI, Chen M-H, Guo X, Lin L-A, Marioni RE, Müller-Nurasyid M, Yanek LR, Pankratz N, Grove ML, de Maat MPM, Cushman M, Wiggins KL, Qi L, Sennblad B, Harris SE, Polasek O, Riess H, Rivadeneira F, Rose LM, Goel A, Taylor KD, Teumer A, Uitterlinden AG, Vaidya D, Yao J, Tang W, Levy D, Waldenberger M, Becker DM, Folsom AR, Giulianini F, Greinacher A, Hofman A, Huang C-C, Kooperberg C, Silveira A, Starr JM, Strauch K, Strawbridge RJ, Wright AF, McKnight B, Franco OH, Zakai N, Mathias RA, Psaty BM, Ridker PM, Tofler GH, Völker U, Watkins H, Fornage M, Hamsten A, Deary IJ, Boerwinkle E, Koenig W, Rotter JI, Hayward C, Dehghan A, Reiner AP, O’Donnell CJ, Smith NL","Rare and low-frequency variants and their association with plasma levels of fibrinogen, FVII, FVIII, and vWF",Blood,126,11,e19-e29,2015,10.452,mathias.brannvall@medsci.uu.se,15/01/2016,,26105150
517,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Hugerth LW, Larsson J, Alneberg J, Lindh MV, Legrand C, Pinhassi J, Andersson AF.",Metagenome-assembled genomes uncover a global brackish microbiome.,Genome Biol.,16,279,-,2015,10.8,per.kraulis@scilifelab.se,15/01/2016,,26667648
600,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Hugerth LW, Larsson J, Alneberg J, Lindh MV, Legrand C, Pinhassi J, Andersson AF.",Metagenome-assembled genomes uncover a global brackish microbiome.,Genome Biol.,16,279,-,2015,10.8,per.kraulis@scilifelab.se,15/01/2016,,26667648
186,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Hurst, L. D., Ghanbarian, A. T., Forrest, A. R., Huminiecki, L.",The Constrained Maximal Expression Level Owing to Haploidy Shapes Gene Content on the Mammalian X Chromosome,PLoS Biol.,13,12,e1002315,2015,9.343,mikael.borg@bils.se,14/01/2016,,26685068
152,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"I. Lindstrom,M. Kjellin,N. Palanisamy,K. Bondeson,L. Wesslen,A. Lannergard,J. Lennerstrand",Prevalence of polymorphisms with significant resistance to NS5A inhibitors in treatment-naive patients with hepatitis C virus genotypes 1a and 3a in Sweden,Infect Dis (Lond),47,8,555-62,2015,,Inger.jonasson@igp.uu.se,14/01/2016,,25851241
165,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"I. Sassenhagen, Wilken, S., Godhe, A., & Rengefors, K",Phenotypic plasticity and differentiation in an invasive freshwater microalga,Harmful Algae,41,,38-45,2015,3.874,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
166,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"I. Sassenhagen,J. Sefbom,T. Sall,A. Godhe,K. Rengefors",Freshwater protists do not go with the flow: population structure in Gonyostomum semen independent of connectivity among lakes,Environ Microbiol,,,,2015,6.201,Inger.jonasson@igp.uu.se,14/01/2016,,26184488
256,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Imsland F, McGowan K, Rubin C-J, Henegar C, Sundstrom E, Berglund J, Schwochow D, Gustafson U, Imsland P, Lindblad-Toh K, Lindgren G, Mikko S, Millon L, Wade C, Schubert M, Orlando L, Penedo MCT, Barsh GS, Andersson L",Regulatory mutations in TBX3 disrupt asymmetric hair pigmentation that underlies Dun camouflage color in horses,Nat Genet,[Epub ahead of print],,,2015,29.352,mathias.brannvall@medsci.uu.se,15/01/2016,,26691985
500,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Ininbergs K, Bergman B, Larsson J, Ekman M",Microbial metagenomics in the Baltic Sea: Recent advancements and prospects for environmental monitoring.,Ambio,44 Suppl 3,,439-450,2015,2.641,per.kraulis@scilifelab.se,15/01/2016,,26022326
583,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Ininbergs K, Bergman B, Larsson J, Ekman M",Microbial metagenomics in the Baltic Sea: Recent advancements and prospects for environmental monitoring.,Ambio,44 Suppl 3,,439-450,2015,2.641,per.kraulis@scilifelab.se,15/01/2016,,26022326
361,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Isaksson J, Allen M, Nilsson KW and Lindblad F",Polymorphisms in the FK506 binding protein 5 gene are associated with attention deficit hyperactivity disorder and diurnal cortisol levels,Acta Paediatr,104,9,910-915,2015,1.674,mathias.brannvall@medsci.uu.se,15/01/2016,,26032970
138,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"J. Fogelqvist,A. V. Verkhozina,A. I. Katyshev,P. Pucholt,C. Dixelius,A. C. Ronnberg-Wastljung,M. Lascoux,S. Berlin",Genetic and morphological evidence for introgression between three species of willows,BMC Evol Biol,15,,193,2015,3.368,Inger.jonasson@igp.uu.se,14/01/2016,,26376815
148,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"J. Klar,D. Raykova,E. Gustafson,I. Tothova,A. Ameur,A. Wanders,N. Dahl",Phenotypic expansion of visceral myopathy associated with ACTG2 tandem base substitution,Eur J Hum Genet,23,12,1679-83,2015,4.349,Inger.jonasson@igp.uu.se,14/01/2016,,25782675
